author_name,build_commit_sha,build_state,commit_time,owner,repo_name
Otto Chrons,e3e9f15846fc2ab8960f00dadb1f1d49f80f4b65,passed,2016-09-24T21:21:57Z,scalafiddle,scalafiddle-core
Otto Chrons,92cdc7d5a607163c5736b37315e9e8da62db8e20,passed,2018-01-31T16:05:01Z,scalafiddle,scalafiddle-core
James Halliday,2d1092e41acc5c5ef54743b0611da1db8ec11f60,passed,2012-03-08T21:14:33Z,substack,node-archy
James Halliday,30223c16191e877bf027b15b12daf077b9b55b84,passed,2014-09-14T07:57:28Z,substack,node-archy
Josef K,d6711311fcbf9a57eadaa698c588083f594ed0e3,errored,2014-03-24T17:40:07Z,svobodni,web
Josef K,0db6aa09d212c9a5b409475d4fba91397e5b91ca,failed,2015-06-02T11:41:14Z,svobodni,web
Dennis Haulund Nielsen,03c49bb5fe853cbd781191b40c6388a05c991be6,passed,2015-12-29T18:10:57Z,nodes-frontend,generator-nodes
Dennis Haulund Nielsen,b3335a8404cd564d5efcb7e09da5c7af27f1273b,failed,2016-11-05T16:14:54Z,nodes-frontend,generator-nodes
Ruy Adorno,61370c0311cc1005fa72d2546562e79711401e1a,failed,2016-02-17T16:33:32Z,ruyadorno,ipt
Ruy Adorno,7608a2bfb682ea9f50f9d710cb9db4670015e1b1,passed,2018-09-10T17:31:13Z,ruyadorno,ipt
Dan Sosedoff,fdd3df058b0a66e7e13c233ec74656316991da88,failed,2014-10-26T17:00:37Z,sosedoff,pgweb
Dan Sosedoff,29d4b276e2cb38ee6cfba0a31779930f52e32070,passed,2018-09-14T23:19:24Z,sosedoff,pgweb
Edward Muller,3f896cd68c6dd0df1726ab0c790e2e002fdecea4,passed,2015-07-14T19:50:32Z,sosedoff,pgweb
Edward Muller,15fe9cdae43d620dc86cc711dec4f8a864134754,passed,2016-05-26T23:37:46Z,sosedoff,pgweb
Tyler Long,d5ac9403688086dddec19c9a6043007f4a79f92b,passed,2016-02-25T03:04:53Z,sosedoff,pgweb
Tyler Long,fc0fd6cfc02a308d9f2a4d5126d2c1a71cd99659,failed,2017-11-11T14:12:27Z,sosedoff,pgweb
Steven Kabbes,598174ee1d3f9f6bb698352ac291acefd80b613c,passed,2016-07-28T05:55:54Z,sosedoff,pgweb
Steven Kabbes,be170b690cc7f98b23bf8f3f95ab9a97d79c2b91,passed,2017-08-04T21:16:59Z,sosedoff,pgweb
Vardan Pogosian,a287ef329b9a2f85116485caa7dd5f5340e76542,failed,2017-11-09T14:04:22Z,sosedoff,pgweb
Vardan Pogosian,a12bbfdcac8331b67ee7b7dd5eace479115990e5,passed,2018-07-09T06:37:30Z,sosedoff,pgweb
Matthew Henry,225646aace93dd583bb70300523ea40af9e6ab02,passed,2016-03-11T11:11:20Z,mhenr18,immy
Matthew Henry,5e9fe850ea79c2e13ba7213b94cf3f639b3cc027,passed,2016-10-03T07:10:38Z,mhenr18,immy
Jacarri Chan,9f6a6dc63ff267dcea2224555459064177f269af,failed,2015-05-05T07:38:33Z,jacarrichan,bis
Jacarri Chan,e440e3958aff7ae17a0b257256cca7318e890137,errored,2017-01-02T07:15:12Z,jacarrichan,bis
Thomas Watson Steen,33616b48d178d99f4311532737b73efd0b85104b,errored,2015-09-02T14:08:49Z,watson,error-callsites
Thomas Watson Steen,9dcb172b2bf7c075b4fe1a30014205229a82b157,passed,2016-10-27T14:27:06Z,watson,error-callsites
Mike Allen,114333d8a82109ef8618d328d4f35bed5f53389d,passed,2015-05-20T04:19:04Z,Facsimile,facsimile
Mike Allen,da064631ceb7b919155830b9a0a918a9aff0af95,passed,2016-01-06T15:13:28Z,Facsimile,facsimile
Nick Freear,ecf3ff295d40858b512dd8bf5a280313a21df579,passed,2016-07-07T19:36:23Z,IET-OU,cloudengine
Nick Freear,9aaef417beafab122269548ab034861e3c1c6ad8,passed,2018-01-12T11:17:28Z,IET-OU,cloudengine
indexzero,bc7e450a69c95eb6d24b2273a449b80851ce3059,failed,2016-03-11T23:56:44Z,godaddy,javascript
indexzero,5689b2dfb4f34216a660a38aa29c3cb5d631f709,passed,2017-07-24T19:07:51Z,godaddy,javascript
Charlie Robbins,e7cb83a7d1938e7e241335065fb792578f740bad,passed,2016-03-12T00:55:07Z,godaddy,javascript
Charlie Robbins,3cf6178de1534b8dcbf26d008b15f73b97bb0863,passed,2017-02-08T03:39:39Z,godaddy,javascript
Sam Shull,351698d2767b498d78034f44ba3fa64feafa9e7f,passed,2016-03-28T18:06:21Z,godaddy,javascript
Sam Shull,87b8ada7d679d3405d95d5559aa4b9c7e335549c,passed,2018-02-06T01:39:03Z,godaddy,javascript
Martijn Swaagman,0ab0792209eae6b2c34c9fc46715d88fc02023be,passed,2016-04-01T12:13:59Z,godaddy,javascript
Martijn Swaagman,9b75db2a8d735e693243f9c911fcf478dd5c478e,passed,2017-05-02T11:40:43Z,godaddy,javascript
Swaagie,b2e5da11596f2511f1dfeea853a0e72a70262bbb,passed,2016-04-01T12:17:20Z,godaddy,javascript
Swaagie,db724188f54739125708df8adee9c13ed4e4d090,passed,2017-04-21T09:43:15Z,godaddy,javascript
Arnout Kazemier,f5585139cad41bc9e00b876e0d4e2f4836956b6e,failed,2016-05-26T08:28:54Z,godaddy,javascript
Arnout Kazemier,c477bf5af95c1164a29f224ed5af9aafa4773900,passed,2018-02-05T19:34:25Z,godaddy,javascript
Fabio M. Costa,e82c41af5853d49a48df71a7abe655e89448a85b,passed,2017-07-20T01:37:45Z,godaddy,javascript
Fabio M. Costa,08e35b3b15ddb70776fac36aaf1428bfa0c079e9,passed,2018-01-31T01:33:30Z,godaddy,javascript
